time,P,G(i),H_sun,T2m,WS10m,Int
20130123:0530,0,0,0,-22.79,3.03,0
20130123:0630,0,0,0,-23.41,3.1,0
20130123:0730,0,0,0,-23.7,3.17,0
20130123:0830,0,0,0,-24.28,3.1,0
20130123:0930,0,0,0,-24.91,3.03,0
20130123:1030,0,0,0,-25.56,3.03,0
20130123:1130,0,0,0,-26.17,2.97,0
20130123:1230,0,0,-0.06,-26.66,3.03,0
20130123:1330,1248.32,663.94,8.65,-26.97,3.1,0
20130123:1430,1602.36,866.68,15.98,-26.55,3.17,0
20130123:1530,1832.82,1002.01,21.43,-25.75,3.72,0
20130123:1630,1969.86,1089.22,24.48,-24.86,3.66,0
20130123:1730,1993.7,1104.96,24.77,-23.86,3.93,0
20130123:1830,1961.46,1087.34,22.25,-22.95,4.07,0
20130123:1930,1836.98,1011.37,17.24,-22.24,4.34,0
20130123:2030,1565.14,852.24,10.24,-21.92,4.21,0
20130123:2130,19.32,7.97,1.76,-22.09,3.72,0
20130123:2230,0,0,0,-22.88,3.24,0
20130123:2330,0,0,0,-23.53,3.24,0
20130124:0030,0,0,0,-24.12,3.1,0
20130124:0130,0,0,0,-24.7,2.9,0
20130124:0230,0,0,0,-25.27,2.76,0
20130124:0330,0,0,0,-25.78,2.69,0
20130124:0430,0,0,0,-26.21,2.69,0
20130124:0530,0,0,0,-26.57,2.69,0
20130124:0630,0,0,0,-26.81,2.69,0
20130124:0730,0,0,0,-26,3.03,0
20130124:0830,0,0,0,-25.89,3.03,0
20130124:0930,0,0,0,-25.59,3.1,0
20130124:1030,0,0,0,-25.4,3.24,0
20130124:1130,0,0,0,-25.21,3.38,0
20130124:1230,10.78,3.81,0.08,-25.13,3.59,0
20130124:1330,1155.6,614.43,8.81,-25.02,3.86,0
20130124:1430,1607.34,872.48,16.17,-24.15,3.93,0
20130124:1530,1690.44,921.95,21.64,-22.84,4.62,0
20130124:1630,1709.56,936.18,24.71,-21.59,4.9,0
20130124:1730,1513.92,825.66,25.01,-20.36,5.31,0
20130124:1830,1189.48,644.76,22.5,-19.39,5.59,0
20130124:1930,1234.94,668.16,17.48,-18.87,6.14,0
20130124:2030,591.04,314.85,10.47,-18.56,6.28,0
20130124:2130,25.38,11.6,1.99,-18.67,5.86,0
20130124:2230,0,0,0,-18.95,5.66,0
20130124:2330,0,0,0,-19.34,5.24,0
20130125:0030,0,0,0,-19.59,5.03,0
20130125:0130,0,0,0,-19.69,4.97,0
20130125:0230,0,0,0,-20.04,4.76,0
20130125:0330,0,0,0,-20.55,4.55,0
20130125:0430,0,0,0,-21.15,4.34,0
20130125:0530,0,0,0,-21.61,4.28,0
20130125:0630,0,0,0,-21.99,4.07,0
20130125:0730,0,0,0,-21.2,3.86,0
20130125:0830,0,0,0,-21.46,3.45,0
20130125:0930,0,0,0,-21.8,3.31,0
20130125:1030,0,0,0,-22.16,3.1,0
20130125:1130,0,0,0,-22.6,2.9,0
20130125:1230,9.04,3.29,0.22,-23,3.1,0
20130125:1330,1305.04,704.61,8.97,-23.06,3.31,0
20130125:1430,1554.7,854.27,16.36,-22.17,3.1,0
20130125:1530,1510.7,828.01,21.86,-20.87,4.14,0
20130125:1630,1533.08,847.22,24.94,-19.56,3.86,0
20130125:1730,1604.36,894.82,25.26,-18.39,3.59,0
20130125:1830,1462.74,815.27,22.75,-17.39,3.31,0
20130125:1930,1471.18,825.88,17.73,-15.84,2.9,0
20130125:2030,832.18,457.32,10.71,-15.3,2.62,0
20130125:2130,27.26,13.48,2.21,-15.28,2.21,0
20130125:2230,0,0,0,-15.71,1.86,0
20130125:2330,0,0,0,-15.83,1.79,0
20130126:0030,0,0,0,-16.02,1.66,0
20130126:0130,0,0,0,-16.11,1.52,0
20130126:0230,0,0,0,-16.29,1.45,0
20130126:0330,0,0,0,-16.43,1.52,0
20130126:0430,0,0,0,-16.56,1.45,0
20130126:0530,0,0,0,-16.69,1.45,0
20130126:0630,0,0,0,-17.15,1.59,0
20130126:0730,0,0,0,-18.06,1.93,0
20130126:0830,0,0,0,-19,1.93,0
20130126:0930,0,0,0,-20.01,2,0
20130126:1030,0,0,0,-21.03,2,0
20130126:1130,0,0,0,-21.91,2.07,0
20130126:1230,11.42,4.33,0.37,-22.67,2,0
20130126:1330,1055.76,570.1,9.14,-23.23,1.79,0
20130126:1430,1470.9,820.33,16.55,-21.8,1.24,0
20130126:1530,1262.92,705.63,22.08,-19.63,0.97,0
20130126:1630,1158.36,649.96,25.19,-17.07,1.17,0
20130126:1730,1211.78,681.41,25.51,-15.53,1.86,0
20130126:1830,1667.46,954.41,23,-14.15,2.76,0
20130126:1930,1472.94,832.7,17.98,-12.16,3.66,0
20130126:2030,947,525.24,10.95,-11.53,4,0
20130126:2130,424.62,231.69,2.44,-11.55,3.86,0
20130126:2230,0,0,0,-12.08,3.93,0
20130126:2330,0,0,0,-12.51,4,0
20130127:0030,0,0,0,-13.23,4,0
20130127:0130,0,0,0,-13.94,3.79,0
20130127:0230,0,0,0,-14.69,3.45,0
20130127:0330,0,0,0,-15.35,3.17,0
20130127:0430,0,0,0,-15.98,2.97,0
20130127:0530,0,0,0,-16.6,2.9,0
20130127:0630,0,0,0,-17.22,2.9,0
20130127:0730,0,0,0,-17.21,2.9,0
20130127:0830,0,0,0,-17.72,2.97,0
20130127:0930,0,0,0,-18.17,2.97,0
20130127:1030,0,0,0,-18.58,2.97,0
20130127:1130,0,0,0,-18.99,2.83,0
20130127:1230,9.14,3.68,0.53,-19.45,2.83,0
20130127:1330,1413.88,778.3,9.32,-19.65,2.83,0
20130127:1430,1731.26,977.66,16.75,-18.61,2.55,0
20130127:1530,1863.6,1067.55,22.3,-17.14,2.69,0
20130127:1630,1900.26,1095.27,25.43,-15.76,2.9,0
20130127:1730,1913.6,1105.74,25.77,-14.42,3.24,0
20130127:1830,1874.56,1081.82,23.26,-13.17,3.52,0
20130127:1930,1761.56,1015.23,18.23,-11.82,3.38,0
20130127:2030,1522.86,866.04,11.19,-11.23,3.38,0
20130127:2130,1081.64,601.92,2.67,-11.37,2.83,0
20130127:2230,0,0,0,-12.5,2.76,0
20130127:2330,0,0,0,-13.34,2.83,0
20130128:0030,0,0,0,-13.93,2.83,0
20130128:0130,0,0,0,-14.55,2.41,0
20130128:0230,0,0,0,-15.26,2,0
20130128:0330,0,0,0,-16.31,1.59,0
20130128:0430,0,0,0,-16.8,1.31,0
20130128:0530,0,0,0,-16.4,1.03,0
20130128:0630,0,0,0,-16.44,0.83,0
20130128:0730,0,0,0,-17.09,1.24,0
20130128:0830,0,0,0,-17.54,1.31,0
20130128:0930,0,0,0,-17.96,1.38,0
20130128:1030,0,0,0,-18.11,1.38,0
20130128:1130,0,0,0,-18.73,1.66,0
20130128:1230,11.66,5,0.69,-18.21,1.79,0
20130128:1330,158.42,83.44,9.51,-17.34,1.79,0
20130128:1430,325.86,178.34,16.96,-15.26,1.72,0
20130128:1530,377.42,210.28,22.53,-12.79,2.07,0
20130128:1630,368.08,207.01,25.68,-10.95,2.34,0
20130128:1730,282.16,160.17,26.03,-9.57,2.41,0
20130128:1830,195.76,111.78,23.53,-8.67,2.55,0
20130128:1930,103.5,59.65,18.49,-7.73,2.9,0
20130128:2030,63.2,36.6,11.43,-7.47,2.83,0
20130128:2130,100.46,56.55,2.9,-7.2,2.9,0
20130128:2230,0,0,0,-7.18,2.83,0
20130128:2330,0,0,0,-7.24,2.76,0
20130129:0030,0,0,0,-7.37,3.17,0
20130129:0130,0,0,0,-7.55,3.03,0
20130129:0230,0,0,0,-7.65,2.9,0
20130129:0330,0,0,0,-7.7,2.97,0
20130129:0430,0,0,0,-7.9,3.1,0
20130129:0530,0,0,0,-8.07,3.03,0
20130129:0630,0,0,0,-8.24,2.62,0
20130129:0730,0,0,0,-9.79,2.14,0
20130129:0830,0,0,0,-10.4,2.28,0
20130129:0930,0,0,0,-10.89,2.41,0
20130129:1030,0,0,0,-11.31,2.14,0
20130129:1130,0,0,0,-11.72,1.79,0
20130129:1230,10.92,5.53,0.86,-12.09,1.93,0
20130129:1330,903.06,503.49,9.7,-12.36,1.79,0
20130129:1430,907.7,510.76,17.18,-11.5,1.45,0
20130129:1530,932.54,529.28,22.77,-9.98,1.66,0
20130129:1630,867.02,495.59,25.94,-8.38,1.66,0
20130129:1730,777.08,444.97,26.3,-6.98,1.93,0
20130129:1830,461.76,266.7,23.8,-5.96,1.72,0
20130129:1930,313.74,182.4,18.75,-4.91,2.21,0
20130129:2030,152.08,89.72,11.68,-4.42,2.62,0
20130129:2130,26.24,16.31,3.14,-4.09,2.21,0
20130129:2230,0,0,0,-4.08,2.34,0
20130129:2330,0,0,0,-3.58,2.69,0
20130130:0030,0,0,0,-2.65,2.62,0
20130130:0130,0,0,0,-1.75,2.55,0
20130130:0230,0,0,0,-0.8,2.69,0
20130130:0330,0,0,0,0.21,2.76,0
20130130:0430,0,0,0,1.13,3.17,0
20130130:0530,0,0,0,1.9,3.66,0
20130130:0630,0,0,0,2.45,4.07,0
20130130:0730,0,0,0,2.77,4.69,0
20130130:0830,0,0,0,3.12,4.97,0
20130130:0930,0,0,0,3.46,5.31,0
20130130:1030,0,0,0,3.79,5.31,0
20130130:1130,0,0,0,3.98,5.24,0
20130130:1230,3.52,3.63,1.04,4.44,5.03,0
20130130:1330,56.58,39.17,9.89,5.03,5.03,0
20130130:1430,119.2,78.05,17.4,5.6,4.9,0
20130130:1530,147.38,95.49,23.02,6.25,4.83,0
20130130:1630,160.56,104,26.21,6.78,4.41,0
20130130:1730,103.66,69.88,26.58,7.19,4.55,0
20130130:1830,179.54,115.67,24.07,7.31,4.76,0
20130130:1930,55.78,40.93,19.02,8.69,5.24,0
20130130:2030,22.14,18.5,11.93,8.31,4.69,0
20130130:2130,3.26,4.2,3.38,8.21,4.69,0
20130130:2230,0,0,0,8.92,4.9,0
20130130:2330,0,0,0,9.84,5.1,0
20130131:0030,0,0,0,9.75,4.34,0
20130131:0130,0,0,0,8.77,3.72,0
20130131:0230,0,0,0,8.01,3.66,0
20130131:0330,0,0,0,7.57,3.38,0
20130131:0430,0,0,0,7.16,3.03,0
20130131:0530,0,0,0,6.71,3.1,0
20130131:0630,0,0,0,6.84,3.1,0
20130131:0730,0,0,0,6.95,3.38,0
20130131:0830,0,0,0,6.98,2.9,0
20130131:0930,0,0,0,6.37,2.48,0
20130131:1030,0,0,0,6.42,3.17,0
20130131:1130,0,0,0,7.12,4,0
20130131:1230,1.38,2.25,1.22,7.51,6.97,0
20130131:1330,15.44,12.47,10.09,4.84,8.55,0
20130131:1430,276.24,164.88,17.62,2.83,9.1,0
20130131:1530,736.86,422.24,23.27,2.37,10.07,0
20130131:1630,591.92,340.24,26.48,0.92,10.9,0
20130131:1730,525.3,301.84,26.85,-0.48,11.31,0
20130131:1830,206.2,122.33,24.35,-1.42,11.24,0
20130131:1930,321.84,186.91,19.28,-1.2,9.45,0
20130131:2030,512.84,290.92,12.19,-1.99,9.1,0
20130131:2130,577.26,324.02,3.62,-2.83,8.14,0
20130131:2230,0,0,0,-4.12,7.66,0
20130131:2330,0,0,0,-5.95,7.93,0
20130201:0030,0,0,0,-8.21,8.21,0
20130201:0130,0,0,0,-9.5,8.21,0
20130201:0230,0,0,0,-10.34,7.93,0
20130201:0330,0,0,0,-10.9,7.72,0
20130201:0430,0,0,0,-11.42,7.38,0
20130201:0530,0,0,0,-11.99,7.1,0
20130201:0630,0,0,0,-12.53,6.9,0
20130201:0730,0,0,0,-12.66,6.34,0
20130201:0830,0,0,0,-13.15,6.07,0
20130201:0930,0,0,0,-13.63,5.66,0
20130201:1030,0,0,0,-14.11,5.24,0
20130201:1130,0,0,0,-14.5,4.9,0
20130201:1230,18.2,8.82,1.41,-14.85,4.62,0
20130201:1330,558.76,302.89,10.3,-15.01,4.62,0
20130201:1430,909.42,498.26,17.85,-14.82,4.62,0
20130201:1530,1151.62,635.58,23.52,-14.35,4.62,0
20130201:1630,1250.32,692.85,26.75,-13.76,4.83,0
20130201:1730,1522.5,852.19,27.14,-13.12,5.1,0
20130201:1830,1508.06,843.91,24.63,-12.56,5.38,0
20130201:1930,1600.24,900.43,19.56,-11.95,5.1,0
20130201:2030,1427.92,795.63,12.45,-11.89,5.31,0
20130201:2130,1060.84,581.93,3.86,-12.3,5.1,0
20130201:2230,0,0,0,-13.03,4.28,0
20130201:2330,0,0,0,-13.7,4.28,0
20130202:0030,0,0,0,-14.34,4.28,0
20130202:0130,0,0,0,-14.92,4.14,0
20130202:0230,0,0,0,-15.5,3.79,0
20130202:0330,0,0,0,-16.01,3.38,0
20130202:0430,0,0,0,-16.46,3.31,0
20130202:0530,0,0,0,-16.81,3.38,0
20130202:0630,0,0,0,-17.14,3.24,0
20130202:0730,0,0,0,-16.69,2.76,0
20130202:0830,0,0,0,-17.12,2.41,0
20130202:0930,0,0,0,-17.8,2,0
20130202:1030,0,0,0,-18.6,1.45,0
20130202:1130,0,0,0,-16.76,0.62,0
20130202:1230,19.66,9.21,1.6,-16.71,0.48,0
20130202:1330,399.62,216.55,10.51,-16.74,1.1,0
20130202:1430,664.46,364.7,18.09,-17.02,1.31,0
20130202:1530,837.74,467.13,23.78,-14.41,1.59,0
20130202:1630,882.28,495.31,27.03,-12.71,2,0
20130202:1730,845.02,475.72,27.43,-11.33,2,0
20130202:1830,494.02,279.41,24.92,-10.17,1.59,0
20130202:1930,462.36,258.76,19.83,-10.83,2.41,0
20130202:2030,235.94,131.84,12.7,-10.52,2.34,0
20130202:2130,143.7,78.88,4.1,-10.53,2.28,0
20130202:2230,0,0,0,-10.92,2.34,0
20130202:2330,0,0,0,-11.32,2.48,0
20130203:0030,0,0,0,-11.71,2.55,0
20130203:0130,0,0,0,-11.97,2.62,0
20130203:0230,0,0,0,-12.22,2.48,0
20130203:0330,0,0,0,-12.48,2.41,0
20130203:0430,0,0,0,-12.82,2.21,0
20130203:0530,0,0,0,-13.22,2.21,0
20130203:0630,0,0,0,-13.66,2.21,0
20130203:0730,0,0,0,-14.84,2.28,0
20130203:0830,0,0,0,-15.03,2.41,0
20130203:0930,0,0,0,-15.04,2.41,0
20130203:1030,0,0,0,-15.07,2.41,0
20130203:1130,0,0,0,-15.04,2.48,0
20130203:1230,15.84,7.58,1.8,-15,2.41,0
20130203:1330,1013.18,559.89,10.73,-14.72,2.41,0
20130203:1430,1248.04,700.07,18.33,-13.52,2.55,0
20130203:1530,1480.98,847.28,24.05,-11.76,2.55,0
20130203:1630,1562.2,906.8,27.32,-9.76,2.41,0
20130203:1730,1648.68,971.92,27.72,-7.9,2.28,0
20130203:1830,1623.42,962.68,25.21,-6.5,2.07,0
20130203:1930,1414.88,828.44,20.11,-6.54,1.79,0
20130203:2030,1009.4,578.28,12.97,-6.19,1.93,0
20130203:2130,558.78,315.14,4.35,-6.39,2.14,0
20130203:2230,0,0,0,-7.38,2.41,0
20130203:2330,0,0,0,-8.32,2.9,0
20130204:0030,0,0,0,-8.86,2.97,0
20130204:0130,0,0,0,-9.26,2.62,0
20130204:0230,0,0,0,-9.73,2.34,0
20130204:0330,0,0,0,-9.97,1.93,0
20130204:0430,0,0,0,-10.16,1.59,0
20130204:0530,0,0,0,-10.47,1.59,0
20130204:0630,0,0,0,-10.63,1.72,0
20130204:0730,0,0,0,-11.11,1.93,0
20130204:0830,0,0,0,-11.05,1.86,0
20130204:0930,0,0,0,-11.04,1.86,0
20130204:1030,0,0,0,-11.24,2,0
20130204:1130,0,0,0,-11.75,2.21,0
20130204:1230,16.12,8.27,2,-12.3,2.34,0
20130204:1330,1024.84,570.93,10.96,-12.53,2.55,0
20130204:1430,829.52,459.77,18.58,-11.1,4.07,0
20130204:1530,1316,739.43,24.32,-9.96,5.03,0
20130204:1630,1636.36,929.26,27.61,-9.13,5.79,0
20130204:1730,1671.78,948.14,28.02,-8.53,6.48,0
20130204:1830,1816.06,1036.23,25.5,-8.41,6.55,0
20130204:1930,1709.22,968.77,20.39,-8.18,6.97,0
20130204:2030,1385.72,774.08,13.23,-8.8,6.97,0
20130204:2130,1029.56,566.4,4.6,-9.74,6.97,0
20130204:2230,0,0,0,-10.82,6.07,0
20130204:2330,0,0,0,-11.86,5.86,0
20130205:0030,0,0,0,-12.82,5.45,0
20130205:0130,0,0,0,-13.69,4.97,0
20130205:0230,0,0,0,-14.48,4.41,0
20130205:0330,0,0,0,-15.19,3.93,0
20130205:0430,0,0,0,-15.9,3.38,0
20130205:0530,0,0,0,-16.59,2.83,0
20130205:0630,0,0,0,-17.31,2.34,0
20130205:0730,0,0,0,-18.31,1.66,0
20130205:0830,0,0,0,-18.94,1.45,0
20130205:0930,0,0,0,-18.19,1.24,0
20130205:1030,0,0,0,-17.64,0.97,0
20130205:1130,0,0,0,-17.86,0.76,0
20130205:1230,17.1,7.64,2.21,-18.1,0.41,0
20130205:1330,1453.9,830.83,11.19,-18.06,0.21,0
20130205:1430,1706.46,993.41,18.83,-16.94,0.76,0
20130205:1530,1835.4,1072.04,24.6,-16.87,1.31,0
20130205:1630,1859.94,1099.87,27.9,-13.63,1.59,0
20130205:1730,1863.6,1106.56,28.32,-11.99,1.79,0
20130205:1830,1818.78,1081.55,25.8,-10.61,1.79,0
20130205:1930,1732.78,1024.52,20.67,-9.92,1.79,0
20130205:2030,1412.56,818.84,13.5,-9.33,1.52,0
20130205:2130,433.64,241.85,4.85,-9.72,1.24,0
20130205:2230,0,0,-4.79,-10.76,1.1,0
20130205:2330,0,0,0,-11.68,1.86,0
20130206:0030,0,0,0,-11.93,2.14,0
20130206:0130,0,0,0,-12.22,2.07,0
20130206:0230,0,0,0,-12.85,1.86,0
20130206:0330,0,0,0,-13.25,1.86,0
20130206:0430,0,0,0,-13.48,1.79,0
20130206:0530,0,0,0,-12.8,1.38,0
20130206:0630,0,0,0,-11.54,0.9,0
20130206:0730,0,0,0,-11.4,0.97,0
20130206:0830,0,0,0,-11.21,0.76,0
20130206:0930,0,0,0,-11.24,0.9,0
20130206:1030,0,0,0,-12.19,1.31,0
20130206:1130,0,0,0,-12.05,1.72,0
20130206:1230,142.06,77.55,2.43,-10.31,2.28,0
20130206:1330,527.34,293.1,11.42,-9.36,3.1,0
20130206:1430,1240.4,700.89,19.09,-8.38,3.86,0
20130206:1530,1523.3,868.01,24.88,-8.03,4.97,0
20130206:1630,1728.72,992.47,28.2,-7.71,5.52,0
20130206:1730,1746.74,999.32,28.63,-7.78,6.14,0
20130206:1830,1699.86,967.93,26.1,-8.14,6.34,0
20130206:1930,1745.1,994.48,20.96,-8.19,6.28,0
20130206:2030,1578.52,890.68,13.76,-8.85,6.07,0
20130206:2130,1201.04,666.31,5.1,-9.74,5.79,0
20130206:2230,0,0,-4.55,-10.8,4.83,0
20130206:2330,0,0,0,-11.86,4.55,0
20130207:0030,0,0,0,-12.77,4.14,0
20130207:0130,0,0,0,-13.55,3.72,0
20130207:0230,0,0,0,-14.31,3.45,0
20130207:0330,0,0,0,-15.03,3.31,0
20130207:0430,0,0,0,-15.75,3.17,0
20130207:0530,0,0,0,-16.46,2.97,0
20130207:0630,0,0,0,-17.13,2.62,0
20130207:0730,0,0,0,-17.4,2.69,0
20130207:0830,0,0,0,-18.13,2.41,0
20130207:0930,0,0,0,-18.9,2.34,0
20130207:1030,0,0,0,-19.67,2.28,0
20130207:1130,0,0,0,-20.37,2.28,0
20130207:1230,1002.42,538.68,2.65,-20.99,2.34,0
20130207:1330,1491.2,820.76,11.66,-21.26,2.55,0
20130207:1430,1749.62,983.38,19.35,-20.57,2.34,0
20130207:1530,1847.42,1056.99,25.17,-19.27,2,0
20130207:1630,1882.08,1090.6,28.51,-18.08,1.72,0
20130207:1730,1872,1095.84,28.94,-16.95,1.38,0
20130207:1830,1838.16,1081.35,26.41,-15.95,1.17,0
20130207:1930,1776.06,1027.1,21.25,-15.77,1.86,0
20130207:2030,1541.04,874.45,14.04,-15.41,2.07,0
20130207:2130,1126.32,621.69,5.35,-15.5,2.55,0
20130207:2230,0,0,-4.31,-16.07,2.69,0
20130207:2330,0,0,0,-16.8,2.9,0
20130208:0030,0,0,0,-17.42,3.03,0
20130208:0130,0,0,0,-17.88,3.17,0
20130208:0230,0,0,0,-18.07,3.03,0
20130208:0330,0,0,0,-17.82,3.38,0
20130208:0430,0,0,0,-17.6,3.72,0
20130208:0530,0,0,0,-17.49,3.72,0
20130208:0630,0,0,0,-17.32,3.72,0
20130208:0730,0,0,0,-17.2,3.79,0
20130208:0830,0,0,0,-17.01,3.93,0
20130208:0930,0,0,0,-16.86,4,0
20130208:1030,0,0,0,-16.61,4,0
20130208:1130,0,0,0,-16.31,4,0
20130208:1230,14.42,6.68,2.87,-15.97,4,0
20130208:1330,64.28,33.24,11.91,-15.47,4.14,0
20130208:1430,135.04,72.75,19.62,-14.66,4.34,0
20130208:1530,193.38,105.97,25.46,-13.58,4.62,0
20130208:1630,209.6,116.06,28.82,-12.55,4.9,0
20130208:1730,225.32,125.5,29.26,-11.65,5.1,0
20130208:1830,210.62,117.93,26.71,-10.91,5.17,0
20130208:1930,148.92,83.55,21.54,-10.26,5.31,0
20130208:2030,76.98,43.06,14.31,-9.89,5.24,0
20130208:2130,29.44,16.26,5.6,-9.83,5.17,0
20130208:2230,0,0,-4.07,-9.74,6.21,0
20130208:2330,0,0,0,-9.78,6.14,0
20130209:0030,0,0,0,-10.03,6.28,0
20130209:0130,0,0,0,-10.46,6.34,0
20130209:0230,0,0,0,-10.93,6.34,0
20130209:0330,0,0,0,-11.49,6.41,0
20130209:0430,0,0,0,-12.08,6.41,0
20130209:0530,0,0,0,-12.57,6.21,0
20130209:0630,0,0,0,-12.88,5.93,0
20130209:0730,0,0,0,-12.4,5.66,0
20130209:0830,0,0,0,-12.37,5.38,0
20130209:0930,0,0,0,-12.37,5.03,0
20130209:1030,0,0,0,-12.4,4.76,0
20130209:1130,0,0,0,-12.43,4.34,0
20130209:1230,30.66,16.06,3.1,-12.5,3.93,0
20130209:1330,341.44,187.85,12.16,-12.58,3.59,0
20130209:1430,975.1,544.44,19.9,-12.25,3.17,0
20130209:1530,1533.16,874.11,25.76,-11.63,3.59,0
20130209:1630,1599.78,920.08,29.13,-10.74,3.52,0
20130209:1730,1701.34,988.36,29.58,-9.85,3.38,0
20130209:1830,1797.8,1052.93,27.03,-8.99,3.38,0
20130209:1930,1797.32,1052.86,21.83,-8.19,3.52,0
20130209:2030,1653.76,961.87,14.58,-7.66,3.31,0
20130209:2130,1254.38,715.39,5.86,-7.79,2.69,0
20130209:2230,0,0,-3.83,-9.05,2.14,0
20130209:2330,0,0,0,-10.87,2.21,0
20130210:0030,0,0,0,-12.33,2.41,0
20130210:0130,0,0,0,-13.41,2.41,0
20130210:0230,0,0,0,-14.3,2.34,0
20130210:0330,0,0,0,-15.54,2.07,0
20130210:0430,0,0,0,-16.56,1.86,0
20130210:0530,0,0,0,-16.72,1.66,0
20130210:0630,0,0,0,-17.04,1.59,0
20130210:0730,0,0,0,-18,1.66,0
20130210:0830,0,0,0,-18.25,1.52,0
20130210:0930,0,0,0,-19.25,1.59,0
20130210:1030,0,0,0,-19.28,1.52,0
20130210:1130,0,0,0,-19.14,1.45,0
20130210:1230,922.96,501.58,3.34,-19.08,1.31,0
20130210:1330,1452.42,812.52,12.41,-19.4,1.45,0
20130210:1430,1685.18,959.14,20.17,-18.94,1.59,0
20130210:1530,1689.86,968.71,26.06,-17.26,1.72,0
20130210:1630,1593.98,925.43,29.45,-13.41,1.52,0
20130210:1730,1182.64,679,29.9,-10.28,1.66,0
20130210:1830,1527.7,897.72,27.34,-8.54,1.66,0
20130210:1930,1429.14,837.05,22.13,-7.18,1.66,0
20130210:2030,1289.36,747.63,14.86,-6.62,1.72,0
20130210:2130,887.16,503.26,6.12,-6.73,1.93,0
20130210:2230,0,0,-3.59,-7.7,1.93,0
20130210:2330,0,0,0,-8.73,2.21,0
20130211:0030,0,0,0,-9.94,2.28,0
20130211:0130,0,0,0,-10.77,2.14,0
20130211:0230,0,0,0,-11.38,2.34,0
20130211:0330,0,0,0,-11.74,2.55,0
20130211:0430,0,0,0,-11.9,2.62,0
20130211:0530,0,0,0,-11.96,2.62,0
20130211:0630,0,0,0,-11.83,2.69,0
20130211:0730,0,0,0,-11.11,2.55,0
20130211:0830,0,0,0,-10.78,2.55,0
20130211:0930,0,0,0,-10.22,2.34,0
20130211:1030,0,0,0,-9.45,2.21,0
20130211:1130,0,0,0,-8.65,2.21,0
20130211:1230,15.92,9.23,3.58,-7.52,2.28,0
20130211:1330,259.82,147.93,12.67,-6.18,2.34,0
20130211:1430,314.62,181.71,20.46,-4.49,2.34,0
20130211:1530,320,187.44,26.36,-2.74,2.41,0
20130211:1630,247.3,146.96,29.77,-1.62,2.69,0
20130211:1730,279.72,165.37,30.23,-1.03,3.1,0
20130211:1830,193.98,117.81,27.66,-0.35,3.03,0
20130211:1930,126.56,78.51,22.43,0.36,2.62,0
20130211:2030,120.76,75.06,15.13,0.9,2.28,0
20130211:2130,233.32,139.13,6.37,1.29,2.28,0
20130211:2230,0,0,-3.35,1.26,2.14,0
20130211:2330,0,0,0,1.38,2.28,0
20130212:0030,0,0,0,1.48,2.55,0
20130212:0130,0,0,0,1.81,3.17,0
20130212:0230,0,0,0,2.57,4.9,0
20130212:0330,0,0,0,1.92,6.41,0
20130212:0430,0,0,0,1.06,6.41,0
20130212:0530,0,0,0,0.72,5.79,0
20130212:0630,0,0,0,0.19,5.38,0
20130212:0730,0,0,0,-0.36,4.83,0
20130212:0830,0,0,0,-0.65,4.69,0
20130212:0930,0,0,0,-0.57,4.69,0
20130212:1030,0,0,0,-0.49,4.62,0
20130212:1130,0,0,0,-0.39,4.62,0
20130212:1230,51.4,32.62,3.83,-0.22,4.83,0
20130212:1330,280.32,165.51,12.94,0.16,5.03,0
20130212:1430,426.52,249.94,20.75,0.81,5.17,0
20130212:1530,492.8,287.88,26.68,1.5,6.14,0
20130212:1630,466.74,275.29,30.1,2.02,6.21,0
20130212:1730,570.72,334.45,30.56,2.53,5.86,0
20130212:1830,689.48,402.3,27.98,2.74,5.72,0
20130212:1930,703.98,409.89,22.73,2.54,5.31,0
20130212:2030,500.88,292.02,15.41,2.25,5.31,0
20130212:2130,504.42,292.25,6.63,1.76,4.83,0
20130212:2230,0,0,-3.11,1.18,4.62,0
20130212:2330,0,0,0,0.5,4.21,0
20130213:0030,0,0,0,-0.05,3.72,0
20130213:0130,0,0,0,-0.47,3.38,0
20130213:0230,0,0,0,-0.94,3.38,0
20130213:0330,0,0,0,-1.09,3.72,0
20130213:0430,0,0,0,-1.31,4,0
20130213:0530,0,0,0,-1.61,3.93,0
20130213:0630,0,0,0,-2.1,3.79,0
20130213:0730,0,0,0,-2.44,3.1,0
20130213:0830,0,0,0,-2.74,2.97,0
20130213:0930,0,0,0,-3.1,3.1,0
20130213:1030,0,0,0,-3.42,3.38,0
20130213:1130,0,0,0,-3.88,2.97,0
20130213:1230,396.58,224.97,4.08,-4.32,2.97,0
20130213:1330,721.84,410.81,13.21,-4.4,3.17,0
20130213:1430,1149.36,661.5,21.04,-3.96,3.45,0
20130213:1530,1444.48,844.23,26.99,-3.1,3.66,0
20130213:1630,1459.98,856.1,30.43,-2.22,3.72,0
20130213:1730,1243.84,722.92,30.89,-1.48,3.86,0
20130213:1830,1193.72,694,28.3,-1.05,3.79,0
20130213:1930,972.66,566.87,23.03,0.57,2.76,0
20130213:2030,290.56,172.88,15.69,0.87,2.62,0
20130213:2130,122.02,74.85,6.89,0.72,2.14,0
20130213:2230,0,0,-2.86,-0.4,1.38,0
20130213:2330,0,0,0,-0.8,1.03,0
20130214:0030,0,0,0,-1.36,1.03,0
20130214:0130,0,0,0,-1.56,1.1,0
20130214:0230,0,0,0,-0.82,0.83,0
